country,dataset,model_name,k,train_accuracy_mean,train_accuracy_std,train_macro_f1_mean,train_macro_f1_std,train_weighted_f1_mean,train_weighted_f1_std,train_macro_precision_mean,train_macro_precision_std,train_macro_recall_mean,train_macro_recall_std,validation_accuracy_mean,validation_accuracy_std,validation_macro_f1_mean,validation_macro_f1_std,validation_weighted_f1_mean,validation_weighted_f1_std,validation_macro_precision_mean,validation_macro_precision_std,validation_macro_recall_mean,validation_macro_recall_std,cv_accuracy_mean,cv_accuracy_std,cv_macro_f1_mean,cv_macro_f1_std,cv_weighted_f1_mean,cv_weighted_f1_std,final_train_accuracy,final_train_macro_f1,final_train_weighted_f1,final_train_macro_precision,final_train_macro_recall,test_accuracy,test_macro_f1,test_weighted_f1,test_macro_precision,test_macro_recall,train_test_accuracy_gap,train_test_macro_f1_gap,train_test_weighted_f1_gap
Germany,traditional_lihc,B1_structural,2,0.7429458477654811,0.013948587767767008,0.6451724075909113,0.03201123860942808,0.7515601588097802,0.015007213697978085,0.6178112235776846,0.015863225187478514,0.6985187944067113,0.06542037066755019,0.6378586916730027,0.030147268922768505,0.5085368630792393,0.0020283926309668707,0.6513151126244411,0.023669629420807147,0.49229718641348874,0.020448706550962235,0.5515665451262781,0.040710575202289004,0.6378586916730027,0.030147268922768505,0.5085368630792393,0.0020283926309668707,0.6513151126244411,0.023669629420807147,0.801125703564728,0.7293788465068024,0.8019503084747963,0.707964356740775,0.7639892947474365,0.6179775280898876,0.42303385372852165,0.6244971108486898,0.4226653339996669,0.4262510088781275,0.1831481754748404,0.30634499277828076,0.17745319762610656
