split,accuracy,macro_f1,weighted_f1,macro_precision,macro_recall
train_final,0.801125703564728,0.7293788465068024,0.8019503084747963,0.707964356740775,0.7639892947474365
test,0.6179775280898876,0.42303385372852165,0.6244971108486898,0.4226653339996669,0.4262510088781275
