split,accuracy,macro_f1,weighted_f1,macro_precision,macro_recall
train_final,0.7942708333333334,0.6912101618030947,0.8034554028437135,0.6282318118504232,0.8008782405334129
test,0.669260700389105,0.4431045612328335,0.6819869545845874,0.4292848970251716,0.4643495055080421
