split,accuracy,macro_f1,weighted_f1,macro_precision,macro_recall
train_final,0.6853333333333333,0.5993809525586125,0.6986424483062116,0.5688656392618177,0.6580355683700146
test,0.452,0.30178753149835236,0.46738142081798795,0.3038879485642418,0.3068317262005613
