split,accuracy,macro_f1,weighted_f1,macro_precision,macro_recall
train_final,0.5339052287581699,0.42340305367836034,0.5727151610072736,0.40811215133502077,0.5206214173998281
test,0.5015309246785058,0.40531773348382094,0.5337914894985107,0.3907491992426979,0.47969126141416946
