split,accuracy,macro_f1,weighted_f1,macro_precision,macro_recall
train_final,0.7166979362101313,0.6105176452157226,0.7188786577526831,0.6026481903029891,0.6198400626843659
test,0.5224719101123596,0.33902642137936256,0.5337106722433888,0.34798533902286255,0.34520241595076584
