split,accuracy,macro_f1,weighted_f1,macro_precision,macro_recall
train_final,0.6826666666666666,0.6037802971408842,0.6930940227955394,0.5749417204627266,0.6510568928696594
test,0.44,0.279396186440678,0.45486299435028255,0.2847969890510949,0.2747662966209696
