split,accuracy,macro_f1,weighted_f1,macro_precision,macro_recall
train_final,0.5816993464052288,0.4641428171238946,0.6155874151614671,0.4371778604718175,0.5730408412108047
test,0.4941824862216779,0.3421909861846333,0.5347526596989121,0.3380103358963351,0.3921668471551176
