country,dataset,model_name,k,train_accuracy_mean,train_accuracy_std,train_macro_f1_mean,train_macro_f1_std,train_weighted_f1_mean,train_weighted_f1_std,train_macro_precision_mean,train_macro_precision_std,train_macro_recall_mean,train_macro_recall_std,validation_accuracy_mean,validation_accuracy_std,validation_macro_f1_mean,validation_macro_f1_std,validation_weighted_f1_mean,validation_weighted_f1_std,validation_macro_precision_mean,validation_macro_precision_std,validation_macro_recall_mean,validation_macro_recall_std,cv_accuracy_mean,cv_accuracy_std,cv_macro_f1_mean,cv_macro_f1_std,cv_weighted_f1_mean,cv_weighted_f1_std,final_train_accuracy,final_train_macro_f1,final_train_weighted_f1,final_train_macro_precision,final_train_macro_recall,test_accuracy,test_macro_f1,test_weighted_f1,test_macro_precision,test_macro_recall,train_test_accuracy_gap,train_test_macro_f1_gap,train_test_weighted_f1_gap
Hungary,traditional_lihc,B1_structural,4,0.7314815936979245,0.038819050635195564,0.523565634466286,0.05524932894858984,0.7554642282860424,0.03721015434708896,0.4820311817920654,0.05809608132166866,0.63673287253028,0.06519669624546157,0.6826938808900523,0.03737221486374699,0.43900249416378023,0.0661381277361629,0.7087337293631021,0.03240140481851546,0.4140447297983624,0.05893612099611251,0.5426266708883938,0.15145993392898444,0.6826938808900523,0.03737221486374699,0.43900249416378023,0.0661381277361629,0.7087337293631021,0.03240140481851546,0.7715404699738904,0.6030289391444846,0.7894765026895938,0.5476625740632564,0.7110075767824221,0.61328125,0.32344709494567786,0.6334325733644308,0.3195789082516771,0.33515374184928914,0.15825921997389036,0.2795818441988068,0.15604392932516298
