split,accuracy,macro_f1,weighted_f1,macro_precision,macro_recall
train_final,0.7715404699738904,0.6030289391444846,0.7894765026895938,0.5476625740632564,0.7110075767824221
test,0.61328125,0.32344709494567786,0.6334325733644308,0.3195789082516771,0.33515374184928914
