split,accuracy,macro_f1,weighted_f1,macro_precision,macro_recall
train_final,0.779373368146214,0.6228944309709241,0.7968240986678278,0.565947910033663,0.7276840966149565
test,0.625,0.32595693376094137,0.6437206722770129,0.3202775066936917,0.33901972123073243
