split,accuracy,macro_f1,weighted_f1,macro_precision,macro_recall
train_final,0.6488250652741514,0.513260575041397,0.6652076175907501,0.46824659481585285,0.6274713346997998
test,0.546875,0.31812515249038587,0.5614320317673781,0.3126983243333519,0.33847440902655623
