country,dataset,model_name,k,train_accuracy_mean,train_accuracy_std,train_macro_f1_mean,train_macro_f1_std,train_weighted_f1_mean,train_weighted_f1_std,train_macro_precision_mean,train_macro_precision_std,train_macro_recall_mean,train_macro_recall_std,validation_accuracy_mean,validation_accuracy_std,validation_macro_f1_mean,validation_macro_f1_std,validation_weighted_f1_mean,validation_weighted_f1_std,validation_macro_precision_mean,validation_macro_precision_std,validation_macro_recall_mean,validation_macro_recall_std,cv_accuracy_mean,cv_accuracy_std,cv_macro_f1_mean,cv_macro_f1_std,cv_weighted_f1_mean,cv_weighted_f1_std,final_train_accuracy,final_train_macro_f1,final_train_weighted_f1,final_train_macro_precision,final_train_macro_recall,test_accuracy,test_macro_f1,test_weighted_f1,test_macro_precision,test_macro_recall,train_test_accuracy_gap,train_test_macro_f1_gap,train_test_weighted_f1_gap
Hungary,hqrtm_q65,B1_structural,2,0.674934725848564,0.01661608624198154,0.5322216845570561,0.015616435028585887,0.6906517127255811,0.014687607144119768,0.49015447104189575,0.012262708502569534,0.667889520545508,0.0760528506439153,0.566579634464752,0.011077390827987666,0.4237473077145813,0.06532550608844866,0.5801216290808149,0.019950033655805346,0.39656182083180913,0.06608977126392523,0.5252928704139634,0.03307381468048312,0.566579634464752,0.011077390827987666,0.4237473077145813,0.06532550608844866,0.5801216290808149,0.019950033655805346,0.6488250652741514,0.513260575041397,0.6652076175907501,0.46824659481585285,0.6274713346997998,0.546875,0.31812515249038587,0.5614320317673781,0.3126983243333519,0.33847440902655623,0.1019500652741514,0.19513542255101113,0.10377558582337199
